numero finess etablissement juridique,numero finess etablissement,libelle description equipement sociaux,libta_equipement,rsej,activite,libelle activite,forme,libelle forme,nofinessej_1,raison_sociale,rslongue,code commune,departement,libelle departement,categetab,categorie,latitude,longitude,type d etablissements,code_insee
,090005257,,,,,,,,090005240,CPTS PYRENEES CATHARES,COMMUNAUTE PRO TERRITORIALE DE SANTE PYRENEES CATHARES,047,09,ARIEGE,604,Communautés professionnelles territoriales de santé (CPTS),42.9032976782896,1.9339614355320391,Coordination / Administration,09047
750713406,090002452,Accueil orientation soins accompagnement diff spécifiques,Accueil de Jour,,,,,,750713406,CSAPA  DE L'ANPAA,CENTRE DE SOIN D'ACCOMPAGNEMENT DE PREVENTION ADDICTOLOGIE,122,09,ARIEGE,197,Centre soins accompagnement prévention addictologie (CSAPA),42.96695144609433,1.6089225838369243,Hopitaux cliniques,09122
090001488,090001538,Accueil orientation soins accompagnement diff spécifiques,Accueil de Jour,,,,,,090001488,CSAPA DE L'AIPD,CENTRE DE SOINS SPÉCIALISES POUR TOXICOMANES,122,09,ARIEGE,197,Centre soins accompagnement prévention addictologie (CSAPA),42.96347181330122,1.60561853498496,Hopitaux cliniques,09122
,090782350,,,,,,,,090004011,CTRE CURE THERMALE AULUS LES BAINS,CENTRE DE CURE THERMALE D'AULUS LES BAINS,029,09,ARIEGE,126,Etablissement Thermal,42.79064416015099,1.3393154957487616,Autres,09029
090783804,090783812,Accueil au titre de la protection de l'enfance,Prestation en milieu ordinaire,,,,,,090783804,CTRE PLAC. FAM. SPE LE MOULIN DES PRES,"CENTRE DE PLACEMENT FAMILIAL SPECIALISE""LE MOULIN DES PRES""",257,09,ARIEGE,236,Centre Placement Familial Socio-Educatif (C.P.F.S.E.),43.13708026353738,1.147062521354382,Médico-social handicap,09257
090783804,090783812,Suivi Social en Milieu Ouvert,Prestation en milieu ordinaire,,,,,,090783804,CTRE PLAC. FAM. SPE LE MOULIN DES PRES,"CENTRE DE PLACEMENT FAMILIAL SPECIALISE""LE MOULIN DES PRES""",257,09,ARIEGE,236,Centre Placement Familial Socio-Educatif (C.P.F.S.E.),43.13708026353738,1.147062521354382,Médico-social handicap,09257
,090781980,,,,,,,,090782186,CTRE SOINS INF LA BASTIDE SUR L'HERS,CENTRE DE SOINS INFIRMIERS,043,09,ARIEGE,124,Centre de Santé,42.95690020077359,1.912227196910041,Soins de ville,09043
,090005216,,,,,,,,310788898,CV CHIVA HOP JOSEPH DUCUING ANTENNE,CV CHIVA HOPITAL JOSEPH DUCUING TOULOUSE ANTENNE,225,09,ARIEGE,645,Centre de vaccination,43.11575056296257,1.6100528668733112,Prévention / Santé publique,09225
,090004888,,,,,,,,090004870,DAC DE L'ARIEGE,DISPOSITIF D'APPUI A  LA COORDINATION DE L'ARIEGE,312,09,ARIEGE,606,Dispositif d'appui à la coordination,43.102520655152865,1.6451570993014317,Coordination / Administration,09312
090002825,090005281,Acc. dans l'acquisition de l'autonomie et la scolarisation,Prestation en milieu ordinaire,,,,,,090002825,DAR- COLLEGE LAKANAL,DAR -COLLEGE LAKANAL,122,09,ARIEGE,183,Institut Médico-Educatif (I.M.E.),42.95657992181622,1.6101118232012388,Médico-social handicap,09122
310788609,090004094,Accueil d'urgence protection de l'enfance,Accueil de Jour,,,,,,310788609,DDAEOMI SERVICE EVALUATION SEVA 09,DISP.ACCUEIL EVALU ORIENT. MINEURS ISOLES ETRANGERS SEVA 09,122,09,ARIEGE,177,Maison d'Enfants à Caractère Social,42.96404332221517,1.6053684221303437,Enfance / Protection,09122
090002825,090004102,Accueil d'urgence protection de l'enfance,Hébergement Complet Internat,,,,,,090002825,DDAEOMIE HÉBERGEMENT SAHO 09,DISP.ACCUEIL EVALU ORIENT. MINEURS ISOLES ETRANGERS SAHO 09,122,09,ARIEGE,177,Maison d'Enfants à Caractère Social,42.96404332221517,1.6053684221303437,Enfance / Protection,09122
090782160,090784091,Accueil et accompagnement médicalisé personnes handicapées,Accueil de Jour,,,,,,090782160,EAM DE GUILHOT,ETABLISSEMENT D'ACCUEIL MEDICALISE DE GUILHOT,050,09,ARIEGE,448,Etab.Acc.Médicalisé en tout ou partie personnes handicapées,43.070694980966834,1.6183382688196695,Médico-social handicap,09050
090782160,090784091,Accueil et accompagnement médicalisé personnes handicapées,Hébergement Complet Internat,,,,,,090782160,EAM DE GUILHOT,ETABLISSEMENT D'ACCUEIL MEDICALISE DE GUILHOT,050,09,ARIEGE,448,Etab.Acc.Médicalisé en tout ou partie personnes handicapées,43.070694980966834,1.6183382688196695,Médico-social handicap,09050
090782160,090784091,Accueil et accompagnement médicalisé personnes handicapées,Accueil temporaire avec hébergement,,,,,,090782160,EAM DE GUILHOT,ETABLISSEMENT D'ACCUEIL MEDICALISE DE GUILHOT,050,09,ARIEGE,448,Etab.Acc.Médicalisé en tout ou partie personnes handicapées,43.070694980966834,1.6183382688196695,Médico-social handicap,09050
090782335,090783481,Accueil et accompagnement médicalisé personnes handicapées,Hébergement Complet Internat,,,,,,090782335,EAM DU CARLA BAYLE,EAM DU CARLA BAYLE,079,09,ARIEGE,448,Etab.Acc.Médicalisé en tout ou partie personnes handicapées,43.14987931344552,1.3934894035782115,Médico-social handicap,09079
090782335,090783481,Accueil et accompagnement médicalisé personnes handicapées,Accueil de Jour,,,,,,090782335,EAM DU CARLA BAYLE,EAM DU CARLA BAYLE,079,09,ARIEGE,448,Etab.Acc.Médicalisé en tout ou partie personnes handicapées,43.14987931344552,1.3934894035782115,Médico-social handicap,09079
090782335,090002486,Réadaptation Professionnelle pour Adultes Handicapés,Hébergement Complet Internat,,,,,,090782335,EAM UTHAA,EAM  UTHAA (EX FAM),042,09,ARIEGE,448,Etab.Acc.Médicalisé en tout ou partie personnes handicapées,43.01190365102845,1.4322325679533536,Médico-social handicap,09042
090782335,090002486,Accueil et accompagnement médicalisé personnes handicapées,Accueil de Jour,,,,,,090782335,EAM UTHAA,EAM  UTHAA (EX FAM),042,09,ARIEGE,448,Etab.Acc.Médicalisé en tout ou partie personnes handicapées,43.01190365102845,1.4322325679533536,Médico-social handicap,09042
090782335,090002486,Accueil et accompagnement médicalisé personnes handicapées,Hébergement Complet Internat,,,,,,090782335,EAM UTHAA,EAM  UTHAA (EX FAM),042,09,ARIEGE,448,Etab.Acc.Médicalisé en tout ou partie personnes handicapées,43.01190365102845,1.4322325679533536,Médico-social handicap,09042
090782335,090782327,Accueil et accompagnement non médical. personnes handicapées,Tous modes d'accueil (avec et sans hébergement),,,,,,090782335,EANM LE SABARTHES,EANM LE SABARTHES,202,09,ARIEGE,449,Etab.Accueil Non Médicalisé pour personnes handicapées,43.06904902467036,1.485751556445436,Médico-social handicap,09202
090782335,090782327,Accueil et accompagnement non médical. personnes handicapées,Hébergement Complet Internat,,,,,,090782335,EANM LE SABARTHES,EANM LE SABARTHES,202,09,ARIEGE,449,Etab.Accueil Non Médicalisé pour personnes handicapées,43.06904902467036,1.485751556445436,Médico-social handicap,09202
090002908,090002916,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090002908,EHPA  VILLA LES ROSES,ETABLISSEMENT POUR PERSONNES AGEES AUTONOMES VILLA LES ROSES,221,09,ARIEGE,502,EHPA ne percevant pas des crédits d'assurance maladie,42.82117791963862,1.623671720162661,Personnes âgées,09221
090002908,090002916,Hébergement résidence autonomie personnes âgées couple F2,Hébergement Complet Internat,,,,,,090002908,EHPA  VILLA LES ROSES,ETABLISSEMENT POUR PERSONNES AGEES AUTONOMES VILLA LES ROSES,221,09,ARIEGE,502,EHPA ne percevant pas des crédits d'assurance maladie,42.82117791963862,1.623671720162661,Personnes âgées,09221
090000142,090781642,Plateforme d'accompagnement et de répit des aidants (PFR),Accueil de Jour,,,,,,090000142,"EHPAD ""LE CHATEAU""","EHPAD ""RESIDENCE LE CHATEAU"" - VERNIOLLE",332,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.08054615274092,1.6494266435586242,Personnes âgées,09332
090000142,090781642,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,090000142,"EHPAD ""LE CHATEAU""","EHPAD ""RESIDENCE LE CHATEAU"" - VERNIOLLE",332,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.08054615274092,1.6494266435586242,Personnes âgées,09332
090000142,090781642,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090000142,"EHPAD ""LE CHATEAU""","EHPAD ""RESIDENCE LE CHATEAU"" - VERNIOLLE",332,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.08054615274092,1.6494266435586242,Personnes âgées,09332
090000142,090781642,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,090000142,"EHPAD ""LE CHATEAU""","EHPAD ""RESIDENCE LE CHATEAU"" - VERNIOLLE",332,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.08054615274092,1.6494266435586242,Personnes âgées,09332
090180019,090782707,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090180019,EHPAD CH SAINT LOUIS,"EHPAD ""LE CLOS DES BAINS"" - CH SAINT LOUIS",032,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.71981906685954,1.8396637717032707,Personnes âgées,09032
090180019,090782707,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,090180019,EHPAD CH SAINT LOUIS,"EHPAD ""LE CLOS DES BAINS"" - CH SAINT LOUIS",032,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.71981906685954,1.8396637717032707,Personnes âgées,09032
090180019,090782707,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,090180019,EHPAD CH SAINT LOUIS,"EHPAD ""LE CLOS DES BAINS"" - CH SAINT LOUIS",032,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.71981906685954,1.8396637717032707,Personnes âgées,09032
090781816,090781535,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090781816,EHPAD CHAC ST GIRONS,EHPAD CHAC SAINT GIRONS,261,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.98273530140364,1.1472054495764392,Personnes âgées,09261
090781816,090781535,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,090781816,EHPAD CHAC ST GIRONS,EHPAD CHAC SAINT GIRONS,261,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.98273530140364,1.1472054495764392,Personnes âgées,09261
090783333,090783341,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090783333,EHPAD DE  PRAT BONREPAUX,"EHPAD ""L'ESTELAS"" - PRAT BONREPAUX",235,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.03144940727203,1.0224924932476003,Personnes âgées,09235
090000266,090783283,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090000266,EHPAD DE CASTILLON,"EHPAD ""RESIDENCE DES 4 VALLES"" - CASTILLON EN COUSERANS",085,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.919849608720746,1.031074264029246,Personnes âgées,09085
090000266,090783283,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,090000266,EHPAD DE CASTILLON,"EHPAD ""RESIDENCE DES 4 VALLES"" - CASTILLON EN COUSERANS",085,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.919849608720746,1.031074264029246,Personnes âgées,09085
090000258,090000605,Hébergement résidence autonomie personnes âgées seules F1,Hébergement Complet Internat,,,,,,090000258,EHPAD DE DAUMAZAN,"EHPAD ""L'OSTAL"" - DAUMAZAN SUR ARIZE",105,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.141462640162196,1.3047947548094931,Personnes âgées,09105
090000258,090000605,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,090000258,EHPAD DE DAUMAZAN,"EHPAD ""L'OSTAL"" - DAUMAZAN SUR ARIZE",105,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.141462640162196,1.3047947548094931,Personnes âgées,09105
090000258,090000605,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090000258,EHPAD DE DAUMAZAN,"EHPAD ""L'OSTAL"" - DAUMAZAN SUR ARIZE",105,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.141462640162196,1.3047947548094931,Personnes âgées,09105
090782517,090782616,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090782517,EHPAD DE LA BASTIDE DE SEROU,"EHPAD ""RESIDENCE G.PEDOYA"" - LA BASTIDE SEROU",042,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.01218395315048,1.4288785970457292,Personnes âgées,09042
090782517,090782616,Hébergement résidence autonomie personnes âgées seules F1,Hébergement Complet Internat,,,,,,090782517,EHPAD DE LA BASTIDE DE SEROU,"EHPAD ""RESIDENCE G.PEDOYA"" - LA BASTIDE SEROU",042,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.01218395315048,1.4288785970457292,Personnes âgées,09042
090782517,090782616,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,090782517,EHPAD DE LA BASTIDE DE SEROU,"EHPAD ""RESIDENCE G.PEDOYA"" - LA BASTIDE SEROU",042,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.01218395315048,1.4288785970457292,Personnes âgées,09042
090002619,090782285,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,090002619,EHPAD DE LEZAT,"EHPAD ""RESIDENCE LE PARC"" - LEZAT SUR LEZE",167,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.27612618083692,1.3463445154345373,Personnes âgées,09167
090002619,090782285,Hébergement résidence autonomie personnes âgées seules F1,Hébergement Complet Internat,,,,,,090002619,EHPAD DE LEZAT,"EHPAD ""RESIDENCE LE PARC"" - LEZAT SUR LEZE",167,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.27612618083692,1.3463445154345373,Personnes âgées,09167
090002619,090782285,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090002619,EHPAD DE LEZAT,"EHPAD ""RESIDENCE LE PARC"" - LEZAT SUR LEZE",167,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.27612618083692,1.3463445154345373,Personnes âgées,09167
090783010,090781998,Hébergement résidence autonomie personnes âgées seules F1,Hébergement Complet Internat,,,,,,090783010,EHPAD DE MASSAT,"EHPAD ""RESIDENCE SERVAT"" - MASSAT",182,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.89115377990508,1.3423227614560354,Personnes âgées,09182
090783010,090781998,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090783010,EHPAD DE MASSAT,"EHPAD ""RESIDENCE SERVAT"" - MASSAT",182,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.89115377990508,1.3423227614560354,Personnes âgées,09182
090784042,090003005,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090784042,EHPAD DES SOURCES,"EHPAD DES SOURCES, EX EHPAD ""FOUN ROUGE"" - ST JEAN DU FALGA",265,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.08696423030144,1.6277769031004354,Personnes âgées,09265
090784042,090003005,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,090784042,EHPAD DES SOURCES,"EHPAD DES SOURCES, EX EHPAD ""FOUN ROUGE"" - ST JEAN DU FALGA",265,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.08696423030144,1.6277769031004354,Personnes âgées,09265
090781774,090781964,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090781774,EHPAD DU CHIVA SITE BARIOL,EHPAD LE BARIOL CHI VAL D'ARIEGE PAMIERS,225,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.11128094280387,1.6086856407974892,Personnes âgées,09225
090781774,090781964,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,090781774,EHPAD DU CHIVA SITE BARIOL,EHPAD LE BARIOL CHI VAL D'ARIEGE PAMIERS,225,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.11128094280387,1.6086856407974892,Personnes âgées,09225
090781774,090781964,Unités d'hébergement renforcées,Hébergement Complet Internat,,,,,,090781774,EHPAD DU CHIVA SITE BARIOL,EHPAD LE BARIOL CHI VAL D'ARIEGE PAMIERS,225,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.11128094280387,1.6086856407974892,Personnes âgées,09225
090781774,090781477,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,090781774,EHPAD DU CHIVA SITE BELLISSEN,"EHPAD ""BELLISSEN"" FOIX CHI DU VAL D'ARIEGE",122,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.96247309524897,1.60033355601819,Personnes âgées,09122
090781774,090781477,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,090781774,EHPAD DU CHIVA SITE BELLISSEN,"EHPAD ""BELLISSEN"" FOIX CHI DU VAL D'ARIEGE",122,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.96247309524897,1.60033355601819,Personnes âgées,09122
090781774,090781477,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090781774,EHPAD DU CHIVA SITE BELLISSEN,"EHPAD ""BELLISSEN"" FOIX CHI DU VAL D'ARIEGE",122,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.96247309524897,1.60033355601819,Personnes âgées,09122
090781774,090000399,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090781774,EHPAD DU CHIVA SITE LAROQUE D'OLMES,EHPAD DE LAROQUES D'OLMES,157,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.9738234529234,1.865665443541778,Personnes âgées,09157
090781774,090781543,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090781774,EHPAD DU CHIVA SITE RES. DU TOUYRE,EX (EHPAD LAVELANET-RESIDENCE DE TOUYRE),160,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.937686170227416,1.8516792239136255,Personnes âgées,09160
090781774,090781543,Accueil pour Personnes Âgées,Accueil de Jour,,,,,,090781774,EHPAD DU CHIVA SITE RES. DU TOUYRE,EX (EHPAD LAVELANET-RESIDENCE DE TOUYRE),160,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.937686170227416,1.8516792239136255,Personnes âgées,09160
090000258,090000613,Hébergement résidence autonomie personnes âgées F1BIS,Hébergement Complet Internat,,,,,,090000258,EHPAD DU MAS D'AZIL,"EHPAD ""LE SOULEILHOU"" - LE MAS D'AZIL",181,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.07791940242041,1.3616359719382443,Personnes âgées,09181
090000258,090000613,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,090000258,EHPAD DU MAS D'AZIL,"EHPAD ""LE SOULEILHOU"" - LE MAS D'AZIL",181,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.07791940242041,1.3616359719382443,Personnes âgées,09181
090000258,090000613,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090000258,EHPAD DU MAS D'AZIL,"EHPAD ""LE SOULEILHOU"" - LE MAS D'AZIL",181,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.07791940242041,1.3616359719382443,Personnes âgées,09181
750056335,090783259,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,750056335,EHPAD GASTON DE FOIX,EHPAD GASTON DE FOIX,185,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.25291300614053,1.6735601251397312,Personnes âgées,09185
380027961,090780461,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,380027961,EHPAD LA CROIX DU SUD,EHPAD LA CROIX DU SUD,120,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.10804374380691,1.104644725963244,Personnes âgées,09120
380027979,090782806,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,380027979,EHPAD LA MADRAGUE,EHPAD LA MADRAGUE,124,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.17317090706264,1.403823592765853,Personnes âgées,09124
380027979,090782806,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,380027979,EHPAD LA MADRAGUE,EHPAD LA MADRAGUE,124,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.17317090706264,1.403823592765853,Personnes âgées,09124
090004078,090000597,Hébergement résidence autonomie personnes âgées couple F2,Hébergement Complet Internat,,,,,,090004078,EHPAD LE SANTOULIS,"EHPAD ""LE SANTOULIS"" - LUZENAC",176,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.761099305102086,1.762824620110998,Personnes âgées,09176
090004078,090000597,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,090004078,EHPAD LE SANTOULIS,"EHPAD ""LE SANTOULIS"" - LUZENAC",176,09,ARIEGE,500,Etablissement d'hébergement pour personnes âgées dépendantes,42.761099305102086,1.762824620110998,Personnes âgées,09176
